P,R,PORT,OFFSET,DATA_TYPE,LOPR,HOPR,PREC,SCAN
BY05,AX051,BY05_AX_2,0,FLOAT32_LE,-1.00E+06,1.00E+06,2,"""I/O Intr"""
BY05,AX052,BY05_AX_2,2,FLOAT32_LE,-1.00E+06,1.00E+06,2,"""I/O Intr"""
BY05,AX053,BY05_AX_2,4,FLOAT32_LE,-1.00E+06,1.00E+06,2,"""I/O Intr"""
